appid,name,developer,publisher,score_rank,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,initialprice,discount,tags,languages,genre
1985810,Call of Duty: Black Ops Cold War,"Treyarch, Raven Software, High Moon Studios, Beenox, Activision Shanghai, Sledgehammer Games",Activision,,"500,000 .. 1,000,000",1358,4267,520,4267,474,5999.0,5999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",Action
1488200,Symphony of War: The Nephilim Saga,Dancing Dragon Games,indie.io,,"500,000 .. 1,000,000",1359,0,444,0,473,1999.0,1999.0,0.0,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese<strong>*</strong>, Russian<br><strong>*</strong>languages with full audio support","Adventure, Indie, RPG, Strategy"
212200,Mabinogi,NEXON Korea Corporation,Nexon America Inc.,,"500,000 .. 1,000,000",12245,0,55,0,473,0.0,0.0,0.0,"Single-player, Multi-player, MMO, Co-op, Steam Trading Cards",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Action, Adventure, Casual, Massively Multiplayer, RPG, Simulation, Free To Play"
672680,Call of War: World War 2,Bytro Labs GmbH,Bytro Labs GmbH,,"500,000 .. 1,000,000",3452,0,62,0,473,0.0,0.0,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Stats","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Dutch<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Czech<strong>*</strong>, Turkish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Spanish - Latin America<strong>*</strong><br><strong>*</strong>languages with full audio support","Massively Multiplayer, Simulation, Strategy, Free To Play"
2761670,Sinister Night 2,Bug Inventors,Bug Inventors,,"50,000 .. 100,000",0,0,0,0,471,999.0,999.0,0.0,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing","Simplified Chinese<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure, Casual, RPG, Strategy, Early Access"
1286220,Sea Power : Naval Combat in the Missile Age,Triassic Games AB,MicroProse Software,,"50,000 .. 100,000",1358,0,1895,0,467,4999.0,4999.0,0.0,"Single-player, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","English<strong>*</strong>, German, Russian<strong>*</strong>, Simplified Chinese<br><strong>*</strong>languages with full audio support","Action, Simulation, Strategy, Early Access"
602880,Powernaut VANGARDT,Alex Hall,Alex Hall,,"20,000 .. 50,000",0,0,0,0,465,99.0,99.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",English,"Action, Adventure, Indie"
2725190,"Cats, Guns & Robots",Mio Games,Mio Games,,"0 .. 20,000",0,0,0,0,464,499.0,499.0,0.0,"Single-player, Family Sharing","English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish","Action, Casual, Indie, RPG, Early Access"
2668510,Red Dead Redemption,"Rockstar Games, Double Eleven",Rockstar Games,,"100,000 .. 200,000",1759,0,2897,0,464,799.0,799.0,0.0,"Single-player, Steam Achievements, Full controller support, HDR available","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Korean, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Japanese, Polish, Portuguese - Brazil<br><strong>*</strong>languages with full audio support",Action
47410,Stronghold Kingdoms,FireFly Studios,FireFly Studios,,"1,000,000 .. 2,000,000",1081,0,36,0,463,0.0,0.0,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards","English<strong>*</strong>, French, German, Italian, Polish, Portuguese - Brazil, Russian, Spanish - Spain, Turkish, Simplified Chinese, Traditional Chinese, Japanese, Korean<br><strong>*</strong>languages with full audio support","Massively Multiplayer, Strategy, Free To Play"
293760,Automation - The Car Company Tycoon Game,Camshaft Software Ltd,Camshaft Software Ltd,,"500,000 .. 1,000,000",1274,11,418,11,463,2999.0,2999.0,0.0,"Single-player, Multi-player, Steam Workshop, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Polish, Italian, Japanese, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Turkish, Indonesian<br><strong>*</strong>languages with full audio support","Indie, Racing, Simulation, Strategy, Early Access"
1547000,Grand Theft Auto: San Andreas – The Definitive Edition,Rockstar Games,Rockstar Games,,"500,000 .. 1,000,000",1414,189,1831,189,459,5999.0,5999.0,0.0,"Single-player, Full controller support, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support","Action, Adventure"
268850,EVGA Precision X1,EVGA,EVGA,,"500,000 .. 1,000,000",7130,0,100,0,459,0.0,0.0,0.0,"Single-player, Steam Achievements","English, Traditional Chinese, Simplified Chinese",Utilities
311310,Naval Action,Bermuda Computer Club,Bermuda Computer Club,,"500,000 .. 1,000,000",27192,7684,133,7684,458,0.0,0.0,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op","English, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Spanish - Latin America","Indie, Massively Multiplayer, Racing, Simulation, Free To Play"
2108330,F1 23,Codemasters,Electronic Arts,,"1,000,000 .. 2,000,000",2565,0,721,0,455,6999.0,6999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, VR Supported, Steam Workshop, Steam Cloud, Remote Play Together, HDR available, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Dutch<strong>*</strong>, Arabic<br><strong>*</strong>languages with full audio support","Racing, Sports"
361280,Turmoil,Gamious,Gamious,,"1,000,000 .. 2,000,000",690,0,323,0,454,324.0,1299.0,75.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Hungarian, Japanese, Korean, Turkish","Indie, Simulation, Strategy"
1455840,Dorfromantik,Toukana Interactive,Toukana Interactive,,"1,000,000 .. 2,000,000",750,175,180,175,454,1399.0,1399.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","English, German, French, Italian, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Polish, Swedish, Spanish - Spain, Turkish, Arabic, Dutch, Hungarian, Japanese, Norwegian, Portuguese - Portugal, Ukrainian, Korean, Czech","Casual, Indie, Simulation, Strategy"
2358260,Cricket 24,Big Ant Studios,Nacon,,"100,000 .. 200,000",41,0,41,0,452,4499.0,4499.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Simulation, Sports"
2009350,Out of Ore,North Modding Company AB,North Modding Company AB,,"50,000 .. 100,000",5991,0,6272,0,452,2499.0,2499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Partial Controller Support, Family Sharing",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Adventure, Casual, Simulation, Strategy"
42960,Victoria II,Paradox Development Studio,Paradox Interactive,,"1,000,000 .. 2,000,000",4037,0,461,0,451,1999.0,1999.0,0.0,"Single-player, Multi-player, Steam Trading Cards, Family Sharing","English, French, German",Strategy
1644320,Railway Empire 2,Gaming Minds Studios,Kalypso Media,,"100,000 .. 200,000",7408,0,7408,0,451,4999.0,4999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Portuguese - Brazil, Traditional Chinese<strong>*</strong>, Simplified Chinese<strong>*</strong>, Japanese<strong>*</strong>, Russian<strong>*</strong>, Arabic, Turkish, Korean<br><strong>*</strong>languages with full audio support","Simulation, Strategy"
2440510,Forza Motorsport,Turn 10,Xbox Game Studios,,"500,000 .. 1,000,000",1240,0,777,0,450,6999.0,6999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Czech, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese, Turkish, Dutch, Finnish, Norwegian, Portuguese - Portugal, Russian, Swedish<br><strong>*</strong>languages with full audio support",Racing
1295510,DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,Square Enix,Square Enix,,"500,000 .. 1,000,000",2814,0,2356,0,449,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","Adventure, RPG"
1096530,Solasta: Crown of the Magister,Tactical Adventures,Tactical Adventures,,"1,000,000 .. 2,000,000",3189,0,891,0,449,2999.0,2999.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","English<strong>*</strong>, French, German, Simplified Chinese, Portuguese - Brazil, Russian<br><strong>*</strong>languages with full audio support","Adventure, RPG, Strategy"
2027330,GoreBox,Felix Filip,F²Games,,"500,000 .. 1,000,000",2205,15,2403,15,448,799.0,799.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Includes level editor, Family Sharing",English<strong>*</strong><br><strong>*</strong>languages with full audio support,"Action, Casual, Indie, Simulation"
363150,Romance of the Three Kingdoms XIII,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,"200,000 .. 500,000",1030,0,1259,0,447,5999.0,5999.0,0.0,"Single-player, Steam Cloud, Family Sharing","Japanese<strong>*</strong>, Traditional Chinese<strong>*</strong>, Korean, English<br><strong>*</strong>languages with full audio support",Simulation
2201940,Ship Graveyard Simulator 2,"Games Incubator, Hypnotic Ants","Games Incubator, PlayWay S.A.",,"100,000 .. 200,000",4447,2289,8648,2289,446,2499.0,2499.0,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support","Action, Adventure, Casual, Indie, Simulation"
1176470,Terra Invicta,Pavonis Interactive,Hooded Horse,,"200,000 .. 500,000",2731,757,1526,757,446,3999.0,3999.0,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","English<strong>*</strong>, French, Spanish - Spain, Japanese, Simplified Chinese, Traditional Chinese, German, Polish, Portuguese - Brazil<br><strong>*</strong>languages with full audio support","Simulation, Strategy, Early Access"
1782120,ZERO Sievert,CABO Studio,Modern Wolf,,"500,000 .. 1,000,000",3009,875,814,875,446,1999.0,1999.0,0.0,"Single-player, Steam Achievements, Full controller support, Family Sharing","English<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong><br><strong>*</strong>languages with full audio support","Action, Adventure, Indie"
2455640,Romancing SaGa 2: Revenge of the Seven,"Square Enix, xeen Inc.",Square Enix,,"100,000 .. 200,000",244,0,373,0,446,4999.0,4999.0,0.0,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Japanese<strong>*</strong>, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",RPG
919640,Steel Division 2,Eugen Systems,Eugen Systems,,"500,000 .. 1,000,000",2249,0,440,0,446,3999.0,3999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Russian, Simplified Chinese<br><strong>*</strong>languages with full audio support","Action, Indie, Simulation, Strategy"
1149620,Gas Station Simulator,DRAGO entertainment,"DRAGO entertainment, HeartBeat Games",,"500,000 .. 1,000,000",756,75,686,75,444,1259.0,1999.0,37.0,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","English<strong>*</strong>, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish, Czech, Portuguese - Brazil, Ukrainian, Italian, Thai, Portuguese - Portugal, Vietnamese, Korean<br><strong>*</strong>languages with full audio support","Indie, Simulation"
588030,Derail Valley,Altfuture,Altfuture,,"200,000 .. 500,000",4184,0,1624,0,442,3999.0,3999.0,0.0,"Single-player, Tracked Controller Support, VR Supported, Steam Cloud, Family Sharing","English, French, Italian, German, Spanish - Spain, Dutch, Finnish, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Spanish - Latin America, Swedish, Traditional Chinese, Ukrainian","Adventure, Indie, Simulation, Early Access"
1042550,Digimon Story Cyber Sleuth: Complete Edition,"h.a.n.d., Inc.",BANDAI NAMCO Entertainment Inc.,,"500,000 .. 1,000,000",3306,0,4194,0,441,4999.0,4999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","English, German, Korean, Traditional Chinese",RPG
1114150,CarX Street,"CarX Technologies, LLC","CarX Technologies, LLC",,"200,000 .. 500,000",331,172,228,308,439,1999.0,1999.0,0.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Captions available, Family Sharing","English<strong>*</strong>, Russian<strong>*</strong>, French, German, Japanese, Spanish - Spain, Portuguese - Portugal, Turkish<br><strong>*</strong>languages with full audio support","Massively Multiplayer, Racing, Simulation, Sports"
1473350,(the) Gnorp Apologue,Myco,(Myco),,"200,000 .. 500,000",1555,0,1467,0,439,699.0,699.0,0.0,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","English, Simplified Chinese, French, German, Spanish - Spain, Japanese, Portuguese - Brazil","Casual, Indie, Simulation, Strategy"
